account_id,gf_in_degree,gf_out_degree,gf_weighted_in_degree,gf_weighted_out_degree,gf_pagerank,gf_clustering_coefficient,gf_betweenness,gf_hub_score,gf_authority_score,gf_degree_ratio,gf_flow_ratio,gf_unique_in_neighbors,gf_unique_out_neighbors,gf_reciprocity,gf_in_cycle
3696248769,0,8,0,6,0,0,0,8,3,0,0,0,8,0,0
3364557136,3,0,4,0,5,0,0,1,7,1,1,3,0,0,0
5982914936,0,9,0,9,0,0,0,9,3,0,0,0,9,0,0
7950918410,3,0,8,0,4,0,0,1,9,1,1,3,0,0,0
7541983570,0,8,0,8,0,0,0,0,3,0,0,0,8,0,0
3613886607,3,0,6,0,6,0,0,1,0,1,1,3,0,0,0
6517611333,0,6,0,8,0,0,0,1,3,0,0,0,6,0,0
7936590626,3,0,8,0,8,0,0,1,1,1,1,3,0,0,0
5896510161,0,6,0,8,0,0,0,9,3,0,0,0,6,0,0
1377603863,9,0,9,0,9,0,0,1,9,1,1,9,0,0,0
7012967496,0,6,0,8,0,0,0,9,3,0,0,0,6,0,0
6855935396,9,6,9,6,9,0,9,1,9,1,1,9,6,0,0
8952177221,0,9,0,9,0,0,0,0,3,0,0,0,9,0,0
6424463145,3,0,9,0,5,0,0,1,0,1,1,3,0,0,0
3452368468,0,9,0,9,0,0,0,9,3,0,0,0,9,0,0
3828135271,3,0,8,0,4,0,0,1,9,1,1,3,0,0,0
9119143782,0,6,0,7,0,0,0,8,3,0,0,0,6,0,0
1576773608,3,9,7,9,8,0,0,9,7,1,1,3,9,0,0
35328673,0,8,0,8,0,0,0,8,3,0,0,0,8,0,0
1794595555,3,0,5,0,4,0,0,1,7,1,1,3,0,0,0
3050015080,0,6,0,6,0,0,0,1,3,0,0,0,6,0,0
3706844167,3,0,3,0,8,0,0,1,3,1,1,3,0,0,0
8365941229,0,6,0,8,0,0,0,0,3,0,0,0,6,0,0
6444220418,9,6,9,7,9,0,0,8,0,1,1,9,6,0,0
6979398786,0,6,0,7,0,0,0,0,3,0,0,0,6,0,0
8494600637,9,9,8,8,9,0,0,9,0,1,1,9,9,4,1
1877205049,0,6,0,7,0,0,0,8,3,0,0,0,6,0,0
2016944900,3,0,7,0,8,0,0,1,8,1,1,3,0,0,0
2206902878,0,6,0,8,0,0,0,0,3,0,0,0,6,0,0
512171500,0,9,0,9,0,0,0,9,3,0,0,0,9,0,0
8669661419,3,0,4,0,4,0,0,1,8,1,1,3,0,0,0
2797271466,0,9,0,9,0,0,0,0,3,0,0,0,9,0,0
5914713322,3,0,8,0,4,0,0,1,0,1,1,3,0,0,0
3967122805,0,6,0,7,0,0,0,0,3,0,0,0,6,0,0
1493436023,9,0,9,0,9,0,0,1,0,1,1,9,0,0,0
8456279067,0,9,0,9,0,0,0,9,3,0,0,0,9,0,0
4358275767,3,0,9,0,4,0,0,1,9,1,1,3,0,0,0
7189128119,0,6,0,9,0,0,0,1,3,0,0,0,6,0,0
4344504728,3,0,9,0,8,0,0,1,2,1,1,3,0,0,0
1294695860,0,6,0,8,0,0,0,1,3,0,0,0,6,0,0
5951743151,3,0,8,0,8,0,0,1,1,1,1,3,0,0,0
8695107817,0,8,0,7,0,0,0,9,3,0,0,0,8,0,0
2532987287,3,0,5,0,6,0,0,1,8,1,1,3,0,0,0
6949764034,0,6,0,9,0,0,0,1,3,0,0,0,6,0,0
1612314007,3,0,9,0,8,0,0,1,3,1,1,3,0,0,0
8722924810,3,0,8,0,4,0,0,1,0,1,1,3,0,0,0
7758268667,0,9,0,9,0,0,0,9,3,0,0,0,9,0,0
4389103342,3,0,8,0,4,0,0,1,9,1,1,3,0,0,0
4036316426,3,9,4,8,8,0,0,0,7,1,1,3,9,0,0
7643602388,3,0,8,0,9,0,0,1,0,1,1,3,0,0,0
6431038386,0,6,0,9,0,0,0,9,3,0,0,0,6,0,0
4339554565,0,9,0,8,0,0,0,0,3,0,0,0,9,0,0
6061705491,3,0,5,0,5,0,0,1,1,1,1,3,0,0,0
1710329832,0,6,0,7,0,0,0,9,3,0,0,0,6,0,0
8172080174,9,6,9,7,9,0,0,1,9,1,1,9,6,0,0
7402947955,0,9,0,9,0,0,0,0,3,0,0,0,9,0,0
1462289205,3,0,8,0,4,0,0,1,0,1,1,3,0,0,0
2939856893,0,8,0,8,0,0,0,1,3,0,0,0,8,0,0
2633911782,3,0,6,0,6,0,0,1,2,1,1,3,0,0,0
9940921949,3,0,8,0,4,0,0,1,9,1,1,3,0,0,0
4528663768,3,0,8,0,4,0,0,1,0,1,1,3,0,0,0
3168051873,0,9,0,9,0,0,0,0,3,0,0,0,9,0,0
999810092,3,0,9,0,4,0,0,1,1,1,1,3,0,0,0
4712930207,0,6,0,9,0,0,0,0,3,0,0,0,6,0,0
8188003704,0,8,0,9,0,0,0,0,3,0,0,0,8,0,0
6983898031,3,0,9,0,7,0,0,1,0,1,1,3,0,0,0
6375216043,0,9,0,7,0,0,0,0,3,0,0,0,9,0,0
3466136919,3,0,4,0,4,0,0,1,2,1,1,3,0,0,0
3139337800,0,9,0,8,0,0,0,9,3,0,0,0,9,0,0
8817936053,3,6,7,7,6,0,0,1,7,1,1,3,6,0,0
3137540462,0,6,0,6,0,0,0,1,3,0,0,0,6,0,0
5061861850,3,6,5,6,8,0,0,8,2,1,1,3,6,0,0
5021785800,0,9,0,9,0,0,0,0,3,0,0,0,9,0,0
737679962,3,0,7,0,4,0,0,1,0,1,1,3,0,0,0
1429354049,0,8,0,6,0,0,0,9,3,0,0,0,8,0,0
4702471426,3,0,4,0,6,0,0,1,8,1,1,3,0,0,0
3486760473,0,8,0,7,0,0,0,1,3,0,0,0,8,0,0
8468601858,3,0,5,0,6,0,0,1,2,1,1,3,0,0,0
5811321937,0,9,0,9,0,0,0,9,3,0,0,0,9,0,0
2032222230,3,0,4,0,3,0,0,1,7,1,1,3,0,0,0
1074859180,0,6,0,9,0,0,0,9,3,0,0,0,6,0,0
5363117119,9,6,9,7,9,0,0,8,9,1,1,9,6,0,0
6904668523,0,9,0,9,0,0,0,0,3,0,0,0,9,0,0
9408376441,3,0,8,0,4,0,0,1,0,1,1,3,0,0,0
2422360624,0,9,0,8,0,0,0,8,3,0,0,0,9,0,0
1908962398,3,0,6,0,6,0,0,1,6,1,1,3,0,0,0
2056215656,0,8,0,7,0,0,0,0,3,0,0,0,8,0,0
4183747352,3,0,7,0,7,0,0,1,1,1,1,3,0,0,0
3345407297,0,8,0,8,0,0,0,8,3,0,0,0,8,0,0
2189418125,3,0,8,0,7,0,0,1,7,1,1,3,0,0,0
4150879707,0,6,0,8,0,0,0,0,3,0,0,0,6,0,0
409707192,9,9,9,9,9,0,9,0,0,1,1,9,9,0,0
9746384104,0,9,0,9,0,0,0,0,3,0,0,0,9,0,0
6333926499,3,0,9,0,5,0,0,1,0,1,1,3,0,0,0
6516739348,0,9,0,9,0,0,0,9,3,0,0,0,9,0,0
3787011727,3,0,8,0,6,0,0,1,8,1,1,3,0,0,0
4808614002,9,9,9,9,9,0,0,0,8,1,1,9,9,4,1
7669085919,3,6,6,6,5,0,0,8,0,1,1,3,6,4,1
1769527701,0,6,0,6,0,0,0,1,3,0,0,0,6,0,0
4308380343,3,0,4,0,8,0,0,1,2,1,1,3,0,0,0
2434664247,0,8,0,8,0,0,0,9,3,0,0,0,8,0,0
6807695942,3,0,4,0,3,0,0,1,9,1,1,3,0,0,0
3605396496,0,8,0,6,0,0,0,8,3,0,0,0,8,0,0
3253303398,3,0,5,0,7,0,0,1,6,1,1,3,0,0,0
9093411280,0,6,0,6,0,0,0,9,3,0,0,0,6,0,0
6233217293,9,9,9,9,9,0,9,0,9,1,1,9,9,0,0
7978501298,0,9,0,9,0,0,0,9,3,0,0,0,9,0,0
1518359693,3,0,7,0,6,0,0,1,7,1,1,3,0,0,0
7207395469,0,6,0,8,0,0,0,0,3,0,0,0,6,0,0
1316458123,9,0,9,0,9,0,0,1,0,1,1,9,0,0,0
8411678470,0,8,0,7,0,0,0,0,3,0,0,0,8,0,0
3737860098,3,0,4,0,4,0,0,1,0,1,1,3,0,0,0
5531320907,0,6,0,6,0,0,0,8,3,0,0,0,6,0,0
1874873588,3,0,5,0,8,0,0,1,6,1,1,3,0,0,0
715130861,0,9,0,6,0,0,0,0,3,0,0,0,9,0,0
22101185,3,0,3,0,6,0,0,1,1,1,1,3,0,0,0
8820389620,0,6,0,8,0,0,0,9,3,0,0,0,6,0,0
4773187916,0,9,0,8,0,0,0,8,3,0,0,0,9,0,0
9676051307,3,0,6,0,5,0,0,1,7,1,1,3,0,0,0
9200802467,0,6,0,8,0,0,0,9,3,0,0,0,6,0,0
3582202830,3,9,9,9,8,0,0,9,7,1,1,3,9,0,0
7930477918,3,0,7,0,5,0,0,1,8,1,1,3,0,0,0
5704632509,0,6,0,6,0,0,0,8,3,0,0,0,6,0,0
1800634135,3,8,5,9,8,0,0,1,7,1,1,3,8,0,0
4834399445,0,9,0,7,0,0,0,8,3,0,0,0,9,0,0
426367626,3,0,5,0,6,0,0,1,7,1,1,3,0,0,0
7132630507,0,8,0,7,0,0,0,9,3,0,0,0,8,0,0
6793730660,3,0,4,0,5,0,0,1,8,1,1,3,0,0,0
9734083970,0,9,0,9,0,0,0,0,3,0,0,0,9,0,0
9232891126,3,0,8,0,5,0,0,1,2,1,1,3,0,0,0
2283755888,0,6,0,8,0,0,0,9,3,0,0,0,6,0,0
6034997194,9,8,9,9,9,0,0,0,9,1,1,9,8,0,0
7166671719,0,6,0,8,0,0,0,1,3,0,0,0,6,0,0
4145866625,3,0,8,0,8,0,0,1,1,1,1,3,0,0,0
6577066451,0,8,0,8,0,0,0,0,3,0,0,0,8,0,0
4143157809,3,0,7,0,6,0,0,1,1,1,1,3,0,0,0
301740914,3,0,8,0,4,0,0,1,9,1,1,3,0,0,0
9334364016,0,6,0,7,0,0,0,0,3,0,0,0,6,0,0
5935592628,0,6,0,7,0,0,0,1,3,0,0,0,6,0,0
1224735825,3,8,7,8,8,0,0,9,2,1,1,3,8,0,0
5931838828,0,9,0,9,0,0,0,0,3,0,0,0,9,0,0
8407065812,3,0,9,0,7,0,0,1,2,1,1,3,0,0,0
6488884693,3,6,7,9,9,0,0,9,0,1,1,3,6,4,1
4471666696,9,9,9,8,9,0,0,0,9,1,1,9,9,4,1
283212952,0,6,0,8,0,0,0,0,3,0,0,0,6,0,0
5103043844,9,0,9,0,9,0,0,1,0,1,1,9,0,0,0
5102544036,0,6,0,8,0,0,0,0,3,0,0,0,6,0,0
6539698859,0,6,0,6,0,0,0,8,3,0,0,0,6,0,0
9999156867,9,0,6,0,9,0,0,1,8,1,1,9,0,0,0
3033453299,0,6,0,9,0,0,0,9,3,0,0,0,6,0,0
5858369125,9,6,9,7,9,0,0,8,9,1,1,9,6,0,0
3991935033,0,6,0,7,0,0,0,1,3,0,0,0,6,0,0
6916537719,3,0,6,0,8,0,0,1,2,1,1,3,0,0,0
2740260267,0,6,0,7,0,0,0,8,3,0,0,0,6,0,0
674433873,3,0,6,0,8,0,0,1,7,1,1,3,0,0,0
7501327339,0,9,0,9,0,0,0,9,3,0,0,0,9,0,0
9329185542,3,0,9,0,5,0,0,1,8,1,1,3,0,0,0
7541529999,3,0,8,0,4,0,0,1,0,1,1,3,0,0,0
5648718332,0,6,0,8,0,0,0,0,3,0,0,0,6,0,0
3756980894,0,9,0,7,0,0,0,0,3,0,0,0,9,0,0
3144680752,3,0,5,0,6,0,0,1,1,1,1,3,0,0,0
1817675963,0,6,0,9,0,0,0,0,3,0,0,0,6,0,0
8955442183,0,6,0,8,0,0,0,9,3,0,0,0,6,0,0
749315581,0,6,0,8,0,0,0,0,3,0,0,0,6,0,0
8673917867,9,6,9,6,9,0,0,8,0,1,1,9,6,0,0
4755772092,0,6,0,7,0,0,0,9,3,0,0,0,6,0,0
7092971860,9,6,9,9,9,0,0,8,9,1,1,9,6,4,1
3811561430,0,6,0,8,0,0,0,9,3,0,0,0,6,0,0
7470940363,0,8,0,9,0,0,0,9,3,0,0,0,8,0,0
8095203071,3,0,9,0,8,0,0,1,8,1,1,3,0,0,0
1054167985,3,9,9,9,9,0,0,9,7,1,1,3,9,4,1
324741137,3,0,8,0,6,0,0,1,7,1,1,3,0,0,0
2865517114,0,6,0,6,0,0,0,8,3,0,0,0,6,0,0
9180546856,3,0,3,0,8,0,0,1,8,1,1,3,0,0,0
691501298,0,8,0,6,0,0,0,0,3,0,0,0,8,0,0
3866748777,3,0,3,0,6,0,0,1,0,1,1,3,0,0,0
1856317214,3,0,8,0,4,0,0,1,0,1,1,3,0,0,0
9986667984,0,6,0,7,0,0,0,8,3,0,0,0,6,0,0
8984696396,3,0,7,0,8,0,0,1,7,1,1,3,0,0,0
3776976361,0,9,0,9,0,0,0,9,3,0,0,0,9,0,0
8774487578,3,0,8,0,6,0,0,1,9,1,1,3,0,0,0
8854146908,0,6,0,7,0,0,0,9,3,0,0,0,6,0,0
3711169500,0,9,0,9,0,0,0,9,3,0,0,0,9,0,0
8115468745,3,0,7,0,5,0,0,1,9,1,1,3,0,0,0
6626359609,0,9,0,8,0,0,0,9,3,0,0,0,9,0,0
9024705045,3,0,4,0,4,0,0,1,9,1,1,3,0,0,0
8770181801,0,9,0,9,0,0,0,8,3,0,0,0,9,0,0
8926941188,3,0,6,0,5,0,0,1,7,1,1,3,0,0,0
5345734817,0,6,0,8,0,0,0,9,3,0,0,0,6,0,0
4270865741,9,0,9,0,9,0,0,1,9,1,1,9,0,0,0
3373148945,0,6,0,9,0,0,0,9,3,0,0,0,6,0,0
4447848214,3,0,8,0,4,0,0,1,0,1,1,3,0,0,0
6997024826,0,9,0,9,0,0,0,9,3,0,0,0,9,0,0
5279552599,3,0,6,0,4,0,0,1,9,1,1,3,0,0,0
9402994493,9,9,9,9,9,0,0,0,0,1,1,9,9,4,1
3112794089,3,6,8,7,7,0,0,0,0,1,1,3,6,4,1
5874369285,0,9,0,9,0,0,0,1,3,0,0,0,9,0,0
4203316413,3,0,9,0,7,0,0,1,2,1,1,3,0,0,0
2644081947,0,9,0,8,0,0,0,9,3,0,0,0,9,0,0
5274970619,3,0,6,0,5,0,0,1,9,1,1,3,0,0,0
5435316010,3,8,9,7,9,0,0,0,7,1,1,3,8,4,1
3362765079,3,0,7,0,9,0,0,1,1,1,1,3,0,0,0
6057444675,0,9,0,9,0,0,0,9,3,0,0,0,9,0,0
8237840407,3,0,8,0,4,0,0,1,9,1,1,3,0,0,0
6541552727,0,9,0,9,0,0,0,9,3,0,0,0,9,0,0
2284368563,3,0,8,0,4,0,0,1,9,1,1,3,0,0,0
9125487514,0,8,0,7,0,0,0,0,3,0,0,0,8,0,0
9309476509,3,0,5,0,5,0,0,1,1,1,1,3,0,0,0
7032135509,0,6,0,6,0,0,0,9,3,0,0,0,6,0,0
6698865290,9,6,9,7,9,0,0,1,8,1,1,9,6,0,0
4431474237,0,6,0,6,0,0,0,1,3,0,0,0,6,0,0
8881785263,3,6,5,7,8,0,0,8,3,1,1,3,6,0,0
3238526156,0,6,0,9,0,0,0,9,3,0,0,0,6,0,0
1465487567,9,9,9,8,9,0,0,0,9,1,1,9,9,0,0
389486199,3,0,8,0,4,0,0,1,0,1,1,3,0,0,0
6970509335,3,8,5,8,8,0,0,0,2,1,1,3,8,0,0
5828577622,3,0,5,0,6,0,0,1,0,1,1,3,0,0,0
1805171806,0,6,0,8,0,0,0,9,3,0,0,0,6,0,0
1382513766,0,6,0,8,0,0,0,0,3,0,0,0,6,0,0
5240847125,3,0,8,0,4,0,0,1,9,1,1,3,0,0,0
3742406978,0,9,0,9,0,0,0,0,3,0,0,0,9,0,0
2329119204,3,0,8,0,6,0,0,1,1,1,1,3,0,0,0
4525312913,3,0,9,0,4,0,0,1,0,1,1,3,0,0,0
4390278719,0,6,0,9,0,0,0,9,3,0,0,0,6,0,0
5740702951,0,9,0,9,0,0,0,0,3,0,0,0,9,0,0
4228245786,3,0,9,0,6,0,0,1,1,1,1,3,0,0,0
1140410616,3,0,7,0,4,0,0,1,0,1,1,3,0,0,0
1378784400,0,9,0,9,0,0,0,0,3,0,0,0,9,0,0
6533060638,3,0,7,0,4,0,0,1,0,1,1,3,0,0,0
4090925094,0,8,0,9,0,0,0,1,3,0,0,0,8,0,0
3516473411,3,0,9,0,8,0,0,1,2,1,1,3,0,0,0
2365007895,0,9,0,9,0,0,0,9,3,0,0,0,9,0,0
835293711,3,0,7,0,3,0,0,1,9,1,1,3,0,0,0
1730350525,0,6,0,8,0,0,0,9,3,0,0,0,6,0,0
4117514495,3,0,7,0,4,0,0,1,2,1,1,3,0,0,0
2199795388,0,6,0,8,0,0,0,9,3,0,0,0,6,0,0
3396853729,0,6,0,9,0,0,0,0,3,0,0,0,6,0,0
4293580479,9,6,9,7,9,0,0,8,0,1,1,9,6,0,0
9649321106,0,6,0,8,0,0,0,0,3,0,0,0,6,0,0
5188677620,0,6,0,8,0,0,0,9,3,0,0,0,6,0,0
3243896688,0,9,0,9,0,0,0,9,3,0,0,0,9,0,0
333166301,3,0,6,0,5,0,0,1,8,1,1,3,0,0,0
9390718271,0,8,0,6,0,0,0,8,3,0,0,0,8,0,0
5933990094,3,0,3,0,5,0,0,1,7,1,1,3,0,0,0
3808941319,0,6,0,6,0,0,0,1,3,0,0,0,6,0,0
6283707826,3,6,5,6,8,0,0,1,1,1,1,3,6,0,0
8372035568,0,6,0,8,0,0,0,9,3,0,0,0,6,0,0
4438681315,3,9,7,7,8,0,0,9,2,1,1,3,9,0,0
882959224,3,0,5,0,6,0,0,1,8,1,1,3,0,0,0
9432190883,0,8,0,6,0,0,0,9,3,0,0,0,8,0,0
747469164,3,0,4,0,7,0,0,1,9,1,1,3,0,0,0
7998453354,0,8,0,7,0,0,0,0,3,0,0,0,8,0,0
9600841582,3,0,5,0,6,0,0,1,0,1,1,3,0,0,0
7258656047,0,6,0,8,0,0,0,9,3,0,0,0,6,0,0
2127570174,3,0,9,0,4,0,0,1,9,1,1,3,0,0,0
6592322340,0,9,0,8,0,0,0,9,3,0,0,0,9,0,0
2115081579,3,0,6,0,5,0,0,1,8,1,1,3,0,0,0
9700169638,3,0,8,0,5,0,0,1,9,1,1,3,0,0,0
4874746643,0,9,0,9,0,0,0,0,3,0,0,0,9,0,0
1869412992,3,0,7,0,5,0,0,1,0,1,1,3,0,0,0
3712660061,0,6,0,9,0,0,0,9,3,0,0,0,6,0,0
2534644942,9,9,9,9,9,0,0,0,9,1,1,9,9,0,0
7877782689,0,6,0,8,0,0,0,8,3,0,0,0,6,0,0
1726009446,3,0,8,0,8,0,0,1,6,1,1,3,0,0,0
9460624653,3,0,9,0,5,0,0,1,9,1,1,3,0,0,0
6596655355,0,8,0,6,0,0,0,0,3,0,0,0,8,0,0
5542800888,3,0,4,0,7,0,0,1,0,1,1,3,0,0,0
5404023576,0,9,0,9,0,0,0,1,3,0,0,0,9,0,0
3036452508,3,0,4,0,3,0,0,1,3,1,1,3,0,0,0
9098323112,0,8,0,9,0,0,0,0,3,0,0,0,8,0,0
2121295948,3,0,9,0,7,0,0,1,1,1,1,3,0,0,0
4358383639,0,6,0,8,0,0,0,0,3,0,0,0,6,0,0
6953672776,9,0,9,0,9,0,0,1,0,1,1,9,0,0,0
4548607254,0,8,0,7,0,0,0,9,3,0,0,0,8,0,0
1060451637,3,0,5,0,7,0,0,1,9,1,1,3,0,0,0
7330940854,0,6,0,7,0,0,0,9,3,0,0,0,6,0,0
1320927231,9,6,9,8,9,0,9,1,9,1,1,9,6,0,0
2361327503,3,0,8,0,4,0,0,1,0,1,1,3,0,0,0
2482957386,3,0,9,0,5,0,0,1,9,1,1,3,0,0,0
128336607,0,6,0,8,0,0,0,0,3,0,0,0,6,0,0
2466056232,0,6,0,9,0,0,0,0,3,0,0,0,6,0,0
8352571580,9,0,9,0,9,0,0,1,0,1,1,9,0,0,0
4988967549,0,9,0,6,0,0,0,0,3,0,0,0,9,0,0
6715341584,3,0,3,0,5,0,0,1,2,1,1,3,0,0,0
1319704443,0,9,0,7,0,0,0,9,3,0,0,0,9,0,0
6839247924,3,0,5,0,6,0,0,1,8,1,1,3,0,0,0
1509557999,3,0,9,0,4,0,0,1,9,1,1,3,0,0,0
1448960940,0,6,0,7,0,0,0,8,3,0,0,0,6,0,0
2939719836,3,0,7,0,8,0,0,1,7,1,1,3,0,0,0
7837354873,0,6,0,6,0,0,0,9,3,0,0,0,6,0,0
6904169843,0,6,0,8,0,0,0,9,3,0,0,0,6,0,0
2225924818,9,9,9,8,9,0,0,9,0,1,1,9,9,0,0
7939232128,3,0,8,0,9,0,0,1,8,1,1,3,0,0,0
6763420838,3,0,9,0,5,0,0,1,9,1,1,3,0,0,0
1915450576,0,9,0,9,0,0,0,9,3,0,0,0,9,0,0
4701651456,3,0,8,0,4,0,0,1,9,1,1,3,0,0,0
8047909179,0,6,0,7,0,0,0,1,3,0,0,0,6,0,0
2584568182,3,0,6,0,8,0,0,1,2,1,1,3,0,0,0
7326442087,0,6,0,8,0,0,0,0,3,0,0,0,6,0,0
7018140784,0,8,0,8,0,0,0,9,3,0,0,0,8,0,0
5919128024,3,0,6,0,5,0,0,1,9,1,1,3,0,0,0
7141448090,0,6,0,6,0,0,0,8,3,0,0,0,6,0,0
4900871305,3,0,3,0,8,0,0,1,7,1,1,3,0,0,0
3386219618,0,8,0,6,0,0,0,9,3,0,0,0,8,0,0
